S.No.,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Ageofcar,Brand_Class,Kilometers_Driven_log,Price_log
4492,Kolkata,2196,Petrol,Manual,First,22.74,796,47.3,5.0,2.75,4,Low,7.694392802629421,1.0116009116784799
4493,Kolkata,24000,Petrol,Automatic,First,10.6,2996,258.0,5.0,8.75,11,High,10.085809109330082,2.169053700369523
4494,Coimbatore,44846,Petrol,Manual,Second,14.6,1368,88.7,5.0,5.41,6,Low,10.710989677333476,1.6882490928583902
4495,Kochi,64035,Diesel,Automatic,First,28.4,1248,73.75,5.0,8.55,3,Low,11.067185087860173,2.145931282948669
4496,Mumbai,45600,Diesel,Manual,First,15.1,2179,140.0,7.0,8.25,7,Low,10.727662995502477,2.1102132003465894
4497,Kochi,102001,Diesel,Automatic,First,11.1,2400,200.0,7.0,23.58,7,High,11.532737896139919,3.160398895109225
4498,Coimbatore,47439,Petrol,Manual,First,20.36,1197,78.9,5.0,4.49,7,Low,10.767199954191426,1.501852701754163
4499,Hyderabad,193254,Diesel,Manual,First,11.5,2982,171.0,7.0,12.99,11,Low,12.171760664812428,2.5641798306825083
4500,Bangalore,29000,Petrol,Automatic,First,21.9,624,37.48,4.0,2.8,5,Low,10.275051108968611,1.0296194171811581
4501,Coimbatore,51681,Diesel,Manual,First,19.98,1461,108.5,8.0,8.43,5,Low,10.852845488114479,2.131796772013764
4502,Hyderabad,50000,Diesel,Automatic,First,12.07,2967,241.4,7.0,47.5,6,High,10.819778284410283,3.8607297110405954
4503,Mumbai,42666,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.95,5,Low,10.661157629111573,2.191653532286764
4504,Jaipur,65000,Diesel,Manual,Second,19.01,1461,108.45,5.0,5.5,8,Low,11.082142548877775,1.7047480922384253
4505,Jaipur,18776,Petrol,Manual,First,17.8,1198,86.7,5.0,4.75,7,Low,9.84033473753086,1.55814461804655
4506,Jaipur,6714,Petrol,Manual,First,18.0,1198,86.7,5.0,4.75,5,Low,8.81195017753998,1.55814461804655
4507,Pune,40000,Petrol,Automatic,Second,12.05,1995,154.0,5.0,9.5,12,High,10.596634733096073,2.2512917986064953
4508,Coimbatore,88539,Diesel,Manual,First,23.2,1248,73.94,5.0,3.77,10,Low,11.391198411892104,1.3270750014599193
4509,Delhi,65055,Petrol,Manual,Second,17.0,1497,118.0,5.0,4.25,9,Low,11.082988344937576,1.4469189829363254
4510,Mumbai,23000,Diesel,Automatic,First,18.88,1995,184.0,5.0,19.9,7,High,10.043249494911286,2.990719731730447
4511,Chennai,60000,Diesel,Manual,First,15.0,1896,105.0,5.0,4.0,12,High,11.002099841204238,1.3862943611198906
4512,Kochi,59350,Petrol,Manual,First,19.1,1197,85.8,5.0,4.16,8,Low,10.991207400037814,1.425515074273172
4513,Bangalore,19000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,38.0,6,High,9.852194258148577,3.6375861597263857
4514,Kochi,45560,Petrol,Automatic,First,16.9,1197,82.0,5.0,6.34,5,Low,10.726785417561118,1.8468787684491346
4515,Pune,118000,Diesel,Manual,First,12.8,2494,102.0,8.0,4.5,12,Low,11.678439903447801,1.5040773967762742
4516,Chennai,55000,Petrol,Manual,First,15.1,1196,73.0,7.0,3.75,5,Low,10.915088464214607,1.3217558399823195
4517,Delhi,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10.2,9,High,11.002099841204238,2.322387720290225
4518,Chennai,145000,Diesel,Manual,First,12.8,2494,102.0,8.0,5.0,14,Low,11.884489021402711,1.6094379124341003
4519,Mumbai,46810,Petrol,Manual,First,9.8,1995,163.5,5.0,3.95,13,Low,10.753852134294116,1.3737155789130306
4520,Coimbatore,62767,Diesel,Manual,First,20.34,1498,103.2,5.0,9.75,5,High,11.047184736637488,2.277267285009756
4521,Kochi,18553,Petrol,Manual,First,18.6,1197,81.86,5.0,7.93,3,Low,9.828386780026877,2.0706530356467567
4522,Hyderabad,143143,Diesel,Manual,First,17.8,1399,67.0,5.0,2.1,10,Low,11.871599409575127,0.7419373447293773
4523,Coimbatore,53497,Diesel,Manual,First,13.5,2477,175.56,7.0,16.42,6,Low,10.887380856545494,2.7985001040242823
4524,Bangalore,148000,Diesel,Manual,Second,14.66,2199,194.3,7.0,8.9,10,Low,11.904967552746252,2.186051276738094
4525,Pune,95000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.21,9,Low,11.461632170582678,1.9754689512968577
4526,Chennai,100000,Diesel,Manual,First,12.8,2494,102.0,8.0,13.5,6,Low,11.512925464970229,2.6026896854443837
4527,Chennai,29000,Diesel,Automatic,First,11.57,2987,254.79,5.0,65.0,5,High,10.275051108968611,4.174387269895637
4528,Bangalore,87000,Diesel,Manual,First,12.05,2179,120.0,7.0,7.4,7,Low,11.37366339763672,2.0014800002101243
4529,Kochi,56838,Petrol,Automatic,First,16.8,1497,118.0,5.0,5.15,7,Low,10.947960395103589,1.6389967146756448
4530,Pune,100000,Diesel,Automatic,First,12.0,2987,224.0,7.0,32.0,8,High,11.512925464970229,3.4657359027997265
4531,Kolkata,125000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.25,10,Low,11.736069016284437,1.1786549963416462
4532,Kolkata,17000,Petrol,Automatic,First,22.5,998,67.0,5.0,3.95,4,Low,9.740968623038354,1.3737155789130306
4533,Pune,70000,Petrol,Manual,Second,15.4,1193,65.0,5.0,1.5,8,Low,11.156250521031495,0.4054651081081644
4534,Pune,50000,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.0,11,Low,10.819778284410283,1.0986122886681098
4535,Kolkata,39800,Petrol,Manual,First,16.0,1198,90.0,5.0,1.99,11,Low,10.59162219127253,0.688134638736401
4536,Kolkata,60000,Petrol,Manual,First,19.0,998,66.1,5.0,1.35,11,Low,11.002099841204238,0.30010459245033816
4537,Hyderabad,58000,Diesel,Automatic,First,16.07,1995,181.0,5.0,13.5,12,High,10.968198289528557,2.6026896854443837
4538,Hyderabad,110009,Diesel,Manual,First,17.67,1968,138.08,5.0,6.99,11,Low,11.608317459609447,1.944480556245719
4539,Hyderabad,85000,Diesel,Manual,First,19.01,1461,108.5,5.0,8.5,8,High,11.350406535472453,2.1400661634962708
4540,Pune,84000,Diesel,Manual,Second,22.07,1199,73.9,5.0,2.89,11,High,11.33857207782545,1.0612565021243408
4541,Mumbai,51000,Diesel,Automatic,First,22.69,1995,190.0,5.0,10.5,10,High,10.839580911706463,2.3513752571634776
4542,Kochi,68880,Petrol,Manual,First,16.95,1498,97.7,5.0,3.97,8,High,11.140121139101613,1.3787660946990992
4543,Chennai,5500,Petrol,Automatic,First,24.07,998,67.1,5.0,4.25,4,Low,8.612503371220562,1.4469189829363254
4544,Coimbatore,40052,Petrol,Manual,First,21.1,1197,85.8,5.0,6.17,5,Low,10.597933888827693,1.8196988379172965
4545,Coimbatore,47293,Diesel,Automatic,First,14.16,1968,174.3,5.0,38.72,5,High,10.764117571984855,3.656356262408376
4546,Hyderabad,79663,Diesel,Manual,First,16.8,1493,110.0,5.0,6.5,8,Low,11.285560516081748,1.8718021769015913
4547,Jaipur,63000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.25,8,Low,11.05089000537367,1.4469189829363254
4548,Kolkata,45000,Diesel,Manual,First,26.0,1498,98.6,5.0,4.75,7,Low,10.714417768752456,1.55814461804655
4549,Kochi,56501,Diesel,Automatic,First,12.9,2755,174.5,7.0,17.71,7,Low,10.942013616092948,2.8741294517947424
4550,Jaipur,58000,Diesel,Manual,First,20.34,1498,103.2,5.0,5.85,6,High,10.968198289528557,1.766441661243765
4551,Coimbatore,51602,Diesel,Automatic,First,22.48,1995,190.0,5.0,17.27,10,High,10.85131571040844,2.848970892158587
4552,Hyderabad,74199,Diesel,Automatic,First,16.07,1995,181.0,5.0,9.25,14,High,11.214505951975706,2.224623551524334
4553,Ahmedabad,25000,Petrol,Automatic,First,13.0,1591,121.3,5.0,12.75,4,Low,10.126631103850338,2.545531271604435
4554,Pune,70000,Diesel,Automatic,Second,21.76,1995,190.0,5.0,27.0,5,High,11.156250521031495,3.295836866004329
4555,Bangalore,25000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,21.0,8,High,10.126631103850338,3.044522437723423
4556,Hyderabad,22000,Diesel,Manual,First,26.59,1248,74.0,5.0,7.95,4,Low,9.998797732340453,2.0731719286662407
4557,Hyderabad,47020,Petrol,Manual,Second,23.1,998,67.04,5.0,4.5,6,Low,10.75832832209406,1.5040773967762742
4558,Mumbai,8000,Diesel,Automatic,First,19.59,1995,187.74,5.0,33.75,4,High,8.987196820661973,3.518980417318539
4559,Delhi,73000,Diesel,Automatic,First,11.33,4134,335.2,7.0,17.51,11,High,11.198214720130528,2.8627721462977607
4560,Kochi,36973,Petrol,Manual,First,18.2,1199,88.7,5.0,6.8,4,Low,10.517943195514293,1.916922612182061
4561,Coimbatore,42083,Petrol,Manual,First,25.4,624,37.48,4.0,1.68,7,Low,10.647399137646048,0.5187937934151675
4562,Chennai,61000,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,5,Low,11.018629143155449,1.0647107369924282
4563,Mumbai,43628,Petrol,Manual,First,22.5,998,67.04,5.0,3.16,7,Low,10.683454425048634,1.1505720275988207
4564,Jaipur,60000,Diesel,Manual,First,24.4,1120,71.0,5.0,3.9,7,Low,11.002099841204238,1.3609765531356006
4566,Kochi,27001,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.52,6,High,10.203629181337648,3.277899165317662
4567,Chennai,52000,Diesel,Automatic,First,18.33,1968,167.7,5.0,9.0,11,High,10.858998997563564,2.1972245773362196
4568,Hyderabad,80000,Diesel,Manual,First,21.27,1396,88.76,5.0,4.5,9,Low,11.289781913656018,1.5040773967762742
4569,Chennai,160000,Diesel,Manual,First,10.5,2835,107.2,6.0,8.75,13,Low,11.982929094215963,2.169053700369523
4570,Chennai,3300,Diesel,Automatic,First,24.3,1248,88.5,5.0,11.5,3,Low,8.101677747454572,2.4423470353692043
4571,Delhi,35027,Petrol,Manual,First,24.07,998,67.1,5.0,3.0,5,Low,10.463874471644896,1.0986122886681098
4572,Coimbatore,26568,Petrol,Manual,First,21.1,814,55.2,5.0,3.79,6,Low,10.187462763056583,1.332366019094335
4573,Ahmedabad,59000,Diesel,Manual,First,28.09,1248,88.5,5.0,6.0,6,Low,10.985292722887856,1.791759469228055
4574,Bangalore,51000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.25,5,Low,10.839580911706463,2.583997552432231
4575,Delhi,56400,Diesel,Automatic,First,17.2,1968,138.1,5.0,8.0,9,Low,10.940224437486151,2.0794415416798357
4576,Hyderabad,80000,Diesel,Manual,First,20.14,1498,88.8,5.0,5.8,6,High,11.289781913656018,1.7578579175523736
4577,Delhi,72000,Diesel,Automatic,Third,18.48,1995,190.0,5.0,13.85,9,High,11.184421397998193,2.6282852326333477
4578,Hyderabad,107000,Diesel,Manual,Second,12.99,2494,100.6,7.0,13.5,8,Low,11.580584113444043,2.6026896854443837
4579,Pune,100000,Diesel,Automatic,First,14.21,2143,203.0,5.0,25.0,7,High,11.512925464970229,3.2188758248682006
4580,Kochi,59998,Diesel,Manual,First,20.14,1498,88.8,5.0,5.49,5,High,11.002066507315336,1.7029282555214393
4581,Hyderabad,105000,Diesel,Automatic,First,17.32,1968,150.0,5.0,19.0,8,High,11.56171562913966,2.9444389791664403
4582,Kolkata,36000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.5,10,Low,10.491274217438248,0.9162907318741551
4583,Kolkata,24350,Petrol,Manual,Second,19.81,1086,68.05,5.0,3.0,6,Low,10.100287128510736,1.0986122886681098
4584,Kochi,28973,Diesel,Manual,First,24.7,1047,69.0,5.0,6.64,3,Low,10.274119640804045,1.8931119634883424
4585,Kochi,8243,Petrol,Manual,First,21.1,814,55.2,5.0,3.21,4,Low,9.017119634313227,1.1662709371419244
4586,Chennai,136642,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.55,12,Low,11.825119645917619,0.4382549309311553
4587,Hyderabad,60000,Petrol,Manual,First,17.92,1086,62.1,5.0,2.59,10,Low,11.002099841204238,0.9516578757114463
4588,Chennai,100000,Diesel,Manual,Second,12.7,2609,120.0,8.0,4.0,13,Low,11.512925464970229,1.3862943611198906
4589,Jaipur,48689,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,11,Low,10.793208410867665,1.3532545070416904
4590,Bangalore,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.75,4,Low,10.714417768752456,2.277267285009756
4591,Kochi,38163,Diesel,Automatic,First,17.11,1968,174.33,5.0,32.91,2,High,10.549621738824321,3.4937765629552486
4592,Chennai,43800,Diesel,Automatic,Second,14.21,2143,203.0,5.0,16.75,10,High,10.687389096364537,2.8183982582710754
4593,Jaipur,92000,Petrol,Manual,First,13.5,1799,130.0,5.0,1.9,14,Low,11.429543856031177,0.6418538861723947
4594,Kochi,14064,Petrol,Manual,First,18.6,1197,81.83,5.0,6.59,4,Low,9.551373619924957,1.8855533485144158
4595,Coimbatore,42366,Diesel,Automatic,First,15.73,1968,174.33,5.0,31.93,4,High,10.654101432744401,3.4635460067266908
4596,Jaipur,76551,Diesel,Manual,First,25.1,1498,98.6,5.0,7.25,7,Low,11.245712464357787,1.9810014688665833
4597,Pune,72672,Petrol,Manual,First,19.81,1086,68.05,5.0,1.9,13,Low,11.193711444905285,0.6418538861723947
4598,Kolkata,45000,Diesel,Manual,First,25.2,1248,74.0,5.0,3.55,6,Low,10.714417768752456,1.2669476034873244
4599,Hyderabad,91696,Diesel,Automatic,First,11.4,2953,153.86,7.0,9.25,9,Low,11.426234036791518,2.224623551524334
4600,Kochi,66484,Petrol,Manual,First,13.8,1299,70.0,5.0,1.65,12,Low,11.104716596191,0.5007752879124892
4601,Coimbatore,15456,Diesel,Automatic,First,20.68,1995,190.0,5.0,36.64,2,High,9.6457525564523,3.6011405398059297
4602,Mumbai,55000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,16.0,10,High,10.915088464214607,2.772588722239781
4603,Kochi,21112,CNG,Manual,First,15.1,1196,73.0,5.0,5.38,2,Low,9.95759687818316,1.682688374173693
4604,Pune,98000,Petrol,Manual,First,16.7,1198,88.8,5.0,3.15,10,Low,11.49272275765271,1.1474024528375417
4605,Ahmedabad,61297,Diesel,Manual,First,25.8,1498,98.6,5.0,4.35,7,Low,11.02348618108561,1.4701758451005926
4606,Hyderabad,80000,Petrol,Manual,Second,17.3,993,60.0,5.0,1.2,15,Low,11.289781913656018,0.1823215567939546
4607,Jaipur,59000,Petrol,Manual,Second,18.5,1197,80.0,5.0,4.1,8,Low,10.985292722887856,1.410986973710262
4608,Chennai,150000,Diesel,Automatic,First,11.0,2993,235.0,5.0,18.75,12,High,11.918390573078392,2.9311937524164198
4609,Coimbatore,60083,Diesel,Manual,First,19.67,1582,126.2,5.0,13.78,4,Low,11.003482218613488,2.6232182655855123
4610,Kolkata,85450,Diesel,Manual,First,26.59,1248,74.0,5.0,4.0,5,Low,11.355686688543736,1.3862943611198906
4611,Jaipur,88000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.33,8,Low,11.385092093460344,1.4655675420143985
4612,Kochi,81828,Diesel,Manual,First,24.0,1186,73.97,5.0,5.43,6,Low,11.312374762308654,1.691939133945844
4613,Mumbai,18000,Petrol,Manual,First,18.16,1196,86.8,5.0,4.9,5,Low,9.798127036878302,1.589235205116581
4614,Chennai,15000,Diesel,Automatic,First,15.97,2993,258.0,5.0,70.0,4,High,9.615805480084347,4.248495242049359
4615,Kolkata,34000,Diesel,Automatic,First,11.78,2143,167.62,5.0,25.5,5,High,10.4341158035983,3.2386784521643803
4616,Ahmedabad,46000,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.1,6,Low,10.736396675471232,1.62924053973028
4617,Hyderabad,48158,Diesel,Manual,First,22.32,1582,126.32,5.0,6.7,8,Low,10.782242550881179,1.9021075263969205
4618,Hyderabad,93000,Diesel,Automatic,First,16.73,2993,218.0,5.0,26.5,8,High,11.440354772135393,3.2771447329921766
4619,Ahmedabad,71007,Diesel,Manual,First,23.08,1461,63.1,5.0,3.9,8,High,11.170533742712921,1.3609765531356006
4620,Pune,63067,Petrol,Manual,Second,15.5,1586,103.3,5.0,2.7,11,Low,11.0519529323301,0.9932517730102834
4621,Hyderabad,70259,Diesel,Manual,First,21.12,1248,88.8,5.0,2.95,10,Low,11.159943692869113,1.0818051703517284
4622,Ahmedabad,13000,Diesel,Automatic,First,16.55,1968,140.0,5.0,23.0,6,High,9.472704636443673,3.1354942159291497
4623,Pune,140000,Diesel,Manual,Second,17.8,1248,75.0,5.0,2.49,12,Low,11.84939770159144,0.9122827104766164
4624,Jaipur,130000,Diesel,Manual,First,25.2,1248,74.0,5.0,4.5,6,Low,11.77528972943772,1.5040773967762742
4625,Delhi,89401,Diesel,Manual,First,21.43,1364,87.2,5.0,4.5,10,Low,11.400887146781374,1.5040773967762742
4626,Hyderabad,67000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.9,6,Low,11.112447898373103,1.9315214116032138
4627,Kochi,65329,Petrol,Automatic,First,7.94,4395,450.0,4.0,20.72,11,High,11.087191320814231,3.031099417391282
4628,Jaipur,72000,Petrol,Manual,First,16.25,1198,73.9,5.0,2.21,11,Low,11.184421397998193,0.7929925155296614
4629,Jaipur,70000,Petrol,Manual,Third,18.2,1242,93.7,5.0,0.55,20,Low,11.156250521031495,-0.5978370007556204
4630,Mumbai,82000,Diesel,Automatic,Second,12.35,2179,187.74,5.0,13.9,10,High,11.314474526246391,2.631888840136646
4631,Pune,85000,Petrol,Manual,First,15.3,1596,101.0,5.0,1.46,11,Low,11.350406535472453,0.37843643572024505
4632,Pune,83000,Diesel,Automatic,First,19.08,1582,126.32,5.0,6.0,9,Low,11.326595886778735,1.791759469228055
4633,Jaipur,26000,Petrol,Manual,First,21.7,999,67.0,5.0,3.0,5,Low,10.165851817003619,1.0986122886681098
4634,Delhi,27000,Diesel,Manual,First,22.3,1248,88.8,5.0,3.5,9,Low,10.203592144986466,1.252762968495368
4635,Kochi,37746,Diesel,Manual,First,21.19,1396,88.73,5.0,7.59,3,Low,10.538634788798085,2.0268315914075385
4636,Mumbai,63274,Petrol,Manual,Second,15.0,1586,104.68,5.0,1.99,12,Low,11.055229781258411,0.688134638736401
4637,Hyderabad,25000,Petrol,Manual,First,25.17,799,53.3,5.0,3.8,5,Low,10.126631103850338,1.33500106673234
4638,Bangalore,197000,Diesel,Manual,First,11.68,2498,112.0,7.0,4.0,8,Low,12.190959007720126,1.3862943611198906
4639,Bangalore,45010,Petrol,Manual,Second,21.1,814,55.2,5.0,2.95,8,Low,10.714639966286978,1.0818051703517284
4640,Delhi,75348,Diesel,Manual,First,25.8,1498,98.6,5.0,3.75,8,Low,11.22987266090211,1.3217558399823195
4641,Kolkata,90110,Diesel,Manual,First,22.07,1199,73.9,5.0,2.5,11,High,11.408786425229083,0.9162907318741551
4642,Pune,102013,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,10,Low,11.532855535125615,1.3217558399823195
4643,Pune,36000,Diesel,Automatic,First,12.55,2982,168.5,7.0,22.0,6,Low,10.491274217438248,3.091042453358316
4644,Kochi,37578,Petrol,Manual,First,18.0,1198,86.7,5.0,6.14,4,Low,10.534174051753467,1.814824742159051
4645,Pune,46001,Diesel,Automatic,First,20.58,1995,143.0,5.0,16.0,6,High,10.736418414365376,2.772588722239781
4646,Hyderabad,46559,Petrol,Automatic,First,23.1,998,67.04,5.0,3.75,7,Low,10.748475604511441,1.3217558399823195
4647,Mumbai,48000,Diesel,Manual,First,12.99,2494,100.6,8.0,11.75,6,Low,10.778956289890028,2.463853240590168
4648,Pune,46000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,24.0,8,High,10.736396675471232,3.1780538303479458
4649,Hyderabad,15000,Petrol,Manual,First,17.5,1199,88.7,5.0,8.9,4,Low,9.615805480084347,2.186051276738094
4650,Chennai,85000,Diesel,Automatic,Third,17.05,1995,184.0,5.0,10.0,9,High,11.350406535472453,2.302585092994046
4651,Mumbai,32000,Petrol,Automatic,First,14.3,1598,103.5,5.0,5.55,7,Low,10.373491181781864,1.713797927758343
4652,Kochi,60818,Petrol,Manual,First,16.09,1598,103.5,5.0,3.59,9,High,11.015641076770905,1.2781522025001875
4653,Coimbatore,35188,Diesel,Manual,First,22.77,1498,98.59,5.0,11.13,2,Low,10.468460394372565,2.4096441652874536
4654,Jaipur,110000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.2,9,Low,11.608235644774552,1.9740810260220096
4655,Mumbai,61000,Diesel,Manual,First,18.6,1388,67.0,5.0,2.98,7,Low,11.018629143155449,1.091923300517313
4656,Pune,75000,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.7,11,Low,11.225243392518447,0.5306282510621704
4657,Delhi,55000,Diesel,Automatic,First,12.0,2987,224.0,7.0,52.0,6,High,10.915088464214607,3.9512437185814275
4658,Pune,69966,Petrol,Manual,First,19.7,796,46.3,5.0,0.95,18,Low,11.155764688748388,-0.05129329438755058
4659,Mumbai,42000,Petrol,Manual,First,17.8,1497,117.3,5.0,9.25,5,Low,10.645424897265505,2.224623551524334
4660,Bangalore,48000,Diesel,Automatic,First,13.01,2199,194.3,7.0,16.25,7,Low,10.778956289890028,2.7880929087757464
4661,Kolkata,35000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.99,6,High,10.46310334047155,3.0440461338325417
4662,Chennai,128000,Diesel,Manual,Second,12.8,2494,102.0,8.0,4.25,16,Low,11.759785542901755,1.4469189829363254
4663,Bangalore,78000,Diesel,Automatic,Second,16.07,1995,181.0,5.0,7.2,13,High,11.26446410567173,1.9740810260220096
4664,Hyderabad,53080,Petrol,Manual,First,18.6,1197,85.8,5.0,4.4,10,Low,10.879555488446144,1.4816045409242156
4665,Pune,66000,Petrol,Manual,Second,15.04,1598,103.6,5.0,4.25,10,High,11.097410021008562,1.4469189829363254
4666,Ahmedabad,25000,Petrol,Manual,First,16.02,1373,93.7,7.0,5.35,9,Low,10.126631103850338,1.6770965609079151
4667,Coimbatore,36139,Petrol,Automatic,Second,18.9,1197,82.0,5.0,6.3,5,Low,10.495127893591839,1.840549633397487
4668,Delhi,44000,Diesel,Manual,First,19.67,1582,126.2,5.0,12.5,4,Low,10.691944912900398,2.5257286443082556
4669,Ahmedabad,50000,Diesel,Automatic,Second,16.77,2967,241.38,5.0,7.5,13,High,10.819778284410283,2.0149030205422647
4670,Delhi,81177,Diesel,Manual,First,16.0,1997,140.0,7.0,11.25,5,Low,11.304387234795035,2.4203681286504293
4671,Mumbai,26000,Petrol,Automatic,First,16.05,1499,110.4,5.0,7.65,5,Low,10.165851817003619,2.0347056478384444
4672,Mumbai,100000,Diesel,Manual,First,24.4,1120,71.0,5.0,4.5,5,Low,11.512925464970229,1.5040773967762742
4673,Hyderabad,75000,Diesel,Automatic,First,21.21,1498,103.2,5.0,7.5,7,High,11.225243392518447,2.0149030205422647
4674,Kochi,119859,Petrol,Automatic,First,13.0,2987,210.0,5.0,7.1,17,High,11.694071330910461,1.9600947840472698
4675,Mumbai,55980,Petrol,Manual,First,20.36,1197,78.9,5.0,2.25,11,Low,10.932749763069445,0.8109302162163288
4676,Hyderabad,30000,Diesel,Automatic,First,17.11,1968,174.33,5.0,27.0,6,High,10.308952660644293,3.295836866004329
4677,Pune,49700,Diesel,Manual,Second,21.9,1396,88.76,5.0,4.18,9,Low,10.81376021208472,1.430311246536665
4678,Chennai,79000,Diesel,Manual,First,23.5,1396,88.7,5.0,6.5,8,Low,11.27720313144916,1.8718021769015913
4679,Delhi,65100,Petrol,Manual,First,17.0,1497,118.0,5.0,3.15,11,Low,11.08367982819666,1.1474024528375417
4680,Pune,54161,Diesel,Manual,First,25.47,1248,88.5,7.0,7.64,5,Low,10.899716371226633,2.033397603178429
4681,Hyderabad,28619,Petrol,Manual,First,19.7,796,46.3,5.0,2.4,10,Low,10.261826111899026,0.8754687373538999
4682,Mumbai,9000,Petrol,Automatic,First,20.51,998,67.0,5.0,4.25,5,Low,9.104979856318357,1.4469189829363254
4683,Kochi,42876,Diesel,Automatic,First,19.08,1582,126.2,5.0,9.31,5,Low,10.66606750781141,2.231089091288976
4684,Bangalore,64000,Petrol,Manual,First,19.7,796,46.3,5.0,2.39,10,Low,11.06663836234181,0.8712933659434193
4685,Kochi,20488,Petrol,Manual,Second,16.09,1598,103.5,5.0,7.64,3,High,9.927594627879362,2.033397603178429
4686,Delhi,21000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.21,5,Low,9.95227771670556,1.8261608959453874
4687,Jaipur,119203,Diesel,Automatic,First,12.39,2179,115.0,5.0,16.5,9,High,11.688583201081919,2.803360380906535
4688,Kochi,55987,Petrol,Automatic,First,13.7,1997,153.86,5.0,8.22,10,Low,10.93287479991082,2.1065702090680887
4689,Coimbatore,72668,Diesel,Manual,First,14.24,2755,174.5,7.0,28.85,4,Low,11.193656401558636,3.3621099929541085
4690,Mumbai,32000,Petrol,Automatic,First,15.6,1497,116.3,5.0,8.5,6,Low,10.373491181781864,2.1400661634962708
4691,Bangalore,3000,Petrol,Automatic,Second,12.0,5461,421.0,2.0,90.0,7,High,8.006367567650246,4.499809670330265
4692,Mumbai,10400,Petrol,Manual,First,17.4,1497,117.3,5.0,6.51,6,Low,9.249561085129464,1.873339456220478
4693,Mumbai,35000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.65,8,Low,10.46310334047155,1.536867219599265
4694,Kochi,55101,Petrol,Automatic,First,14.53,1794,138.1,5.0,8.4,8,Low,10.916923143796645,2.128231705849268
4695,Bangalore,57464,Diesel,Manual,First,23.59,1364,67.06,5.0,5.75,7,Low,10.958913943754638,1.749199854809259
4696,Jaipur,110000,Petrol,Manual,First,18.9,998,67.1,5.0,1.11,15,Low,11.608235644774552,0.10436001532424286
4697,Kochi,17941,Petrol,Manual,First,15.7,1493,93.7,5.0,3.93,4,Low,9.794843875419385,1.3686394258811698
4698,Mumbai,72000,Petrol,Automatic,First,12.0,1991,184.0,5.0,17.25,7,High,11.184421397998193,2.847812143477369
4699,Delhi,16000,Diesel,Automatic,First,16.36,2179,187.7,5.0,32.0,9,High,9.680344001221918,3.4657359027997265
4700,Kochi,62020,Petrol,Manual,First,17.0,1197,80.0,5.0,3.45,10,Low,11.03521219265444,1.2383742310432684
4701,Pune,85000,Diesel,Automatic,Second,12.39,2179,147.51,5.0,23.0,7,High,11.350406535472453,3.1354942159291497
4702,Kochi,14223,Petrol,Manual,First,18.6,1197,81.86,5.0,7.32,3,Low,9.562615651570228,1.9906103279732201
4703,Jaipur,41210,Petrol,Manual,First,18.0,1198,86.7,5.0,4.4,7,Low,10.626436224332863,1.4816045409242156
4704,Bangalore,20000,Diesel,Automatic,First,14.0,2987,165.0,5.0,47.35,6,High,9.903487552536127,3.8575668196320874
4705,Coimbatore,18043,Petrol,Manual,First,22.74,796,47.3,5.0,4.12,5,Low,9.800513076908299,1.415853163361435
4706,Chennai,80000,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.5,5,Low,11.289781913656018,2.970414465569701
4707,Hyderabad,21000,Petrol,Automatic,First,18.9,1197,82.0,5.0,6.2,5,Low,9.95227771670556,1.824549292051046
4708,Bangalore,49000,Diesel,Automatic,First,16.55,2993,258.0,5.0,45.0,5,High,10.799575577092764,3.8066624897703196
4709,Hyderabad,104000,Petrol,Manual,Second,15.0,970,93.7,5.0,0.85,23,Low,11.55214617812351,-0.16251892949777494
4710,Chennai,95000,Petrol,Manual,Second,18.5,1197,80.0,5.0,2.8,11,Low,11.461632170582678,1.0296194171811581
